name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,cluster,pca_x,pca_y,mood
The Worst - Remastered,Voodoo Lounge (Remastered 2009),0.147,0.486,0.451,0.000541,0.295,-10.86,0.033,69.393,0.24,33,0,-1.9569416396618293,-1.71469138735002,Mixed
New Faces - Remastered,Voodoo Lounge (Remastered 2009),0.357,0.531,0.48,0.0,0.333,-10.536,0.0268,110.446,0.664,30,0,-2.282830341148051,-0.7929556364929994,Happy
Moon Is Up - Remastered,Voodoo Lounge (Remastered 2009),0.0808,0.649,0.645,0.171,0.161,-8.184,0.0275,116.135,0.559,32,4,-1.787288790989993,0.5390152557262613,Mixed
Out Of Tears,Voodoo Lounge (Remastered 2009),0.378,0.388,0.472,0.000934,0.135,-7.121,0.0285,144.354,0.137,42,0,-0.9998493763056145,-1.6656760718548045,Mixed
I Go Wild - Remastered,Voodoo Lounge (Remastered 2009),0.0324,0.482,0.975,0.0199,0.31,-3.096,0.0977,108.974,0.47,31,2,0.9077961348489407,1.0718489445829777,Mixed
Brand New Car - Remastered,Voodoo Lounge (Remastered 2009),0.0117,0.646,0.795,0.000627,0.395,-6.344,0.0532,118.891,0.773,29,2,-0.8545002158645996,1.4849040104666438,Happy
Sweethearts Together - Remastered,Voodoo Lounge (Remastered 2009),0.0643,0.667,0.574,2.52e-05,0.153,-7.793,0.0271,127.325,0.632,30,4,-1.963978688386587,0.6120569779202036,Happy
Suck On The Jugular - Remastered,Voodoo Lounge (Remastered 2009),0.0974,0.477,0.896,0.0526,0.0521,-5.999,0.0644,102.591,0.726,27,2,-0.5349526317462051,1.1571623806367948,Happy
Blinded By Rainbows - Remastered,Voodoo Lounge (Remastered 2009),0.688,0.332,0.472,0.000556,0.116,-8.183,0.0424,89.811,0.261,37,0,-1.6270336603430662,-2.4382237541279332,Mixed
Baby Break It Down - Remastered,Voodoo Lounge (Remastered 2009),0.0859,0.427,0.756,2.97e-06,0.137,-5.732,0.0362,199.393,0.745,27,2,-0.09236640030850442,1.1429525015947903,Happy
Thru and Thru - Remastered,Voodoo Lounge (Remastered 2009),0.722,0.386,0.316,1.22e-05,0.0862,-9.595,0.0308,83.51,0.191,38,0,-2.466792196983566,-3.0442169168184,Chill
Mean Disposition - Remastered,Voodoo Lounge (Remastered 2009),0.126,0.358,0.914,0.379,0.203,-5.723,0.051,183.848,0.83,25,2,0.5027368462742526,1.5021689051441736,Happy
Continental Drift - Live,Flashpoint,0.0195,0.296,0.735,0.725,0.692,-22.301,0.0469,107.788,0.2,0,4,-0.6415272582998516,-3.132699400458663,Mixed
"Start Me Up - Live At Death Valley Stadium, South Carolina, USA / 1989",Flashpoint,0.138,0.548,0.988,0.522,0.986,-5.896,0.0629,132.508,0.826,7,1,0.9809854404340982,1.3732961065235174,Happy
"Sad Sad Sad - Live At Atlantic City Convention Centre, USA / 1989",Flashpoint,0.191,0.358,0.981,0.348,0.921,-6.299,0.0675,158.348,0.607,4,3,1.838074945161801,0.23253652613783238,Happy
"Miss You - Live At The Gatorbowl, Florida, USA / 1989",Flashpoint,0.182,0.609,0.942,0.121,0.994,-7.152,0.0633,121.014,0.71,8,3,0.5183796343729828,0.6771087519333367,Happy
"Rock And A Hard Place - Live At The Gatorbowl, Florida, USA / 1989",Flashpoint,0.0518,0.489,0.96,0.00728,0.985,-6.331,0.0595,132.866,0.738,5,3,1.1535206236960938,0.8475826169734634,Happy
"Ruby Tuesday - Live At Korakuen Dome, Japan / 1990",Flashpoint,0.676,0.456,0.757,0.000455,0.977,-7.834,0.045,107.81,0.376,6,0,0.17287845377899624,-1.9005456580756592,Mixed
"You Can't Always Get What You Want - Live At The Gatorbowl, Florida, USA / 1989",Flashpoint,0.489,0.377,0.817,0.00242,0.431,-7.43,0.11,83.343,0.431,7,0,0.2718099286201101,-1.510865015975541,Mixed
"Factory Girl - Live At Wembley Stadium, England / 1990",Flashpoint,0.276,0.425,0.867,0.0106,0.922,-6.992,0.0403,104.613,0.784,5,3,0.3754627062003519,0.1507459671156961,Happy
"Can't Be Seen - Live At Death Valley Stadium, South Carolina, USA / 1989",Flashpoint,0.0183,0.325,0.972,0.0133,0.829,-7.782,0.0624,155.801,0.594,3,3,1.6959924391861423,0.12283323177839693,Mixed
"Little Red Rooster - Live At Atlantic City Convention Centre, USA / 1989",Flashpoint,0.278,0.514,0.879,0.135,0.978,-6.382,0.0502,105.234,0.397,4,3,0.814028246671372,-0.5351811325663974,Mixed
"Paint It Black - Live At Olympic Stadium, Barcelona, Spain / 1990",Flashpoint,0.0144,0.283,0.927,0.793,0.985,-7.551,0.0724,160.68,0.37,7,3,2.32715837338838,-0.26782868051750375,Mixed
"Sympathy For The Devil - Live At Korakuen Dome, Japan / 1990",Flashpoint,0.628,0.61,0.959,0.0355,0.989,-6.612,0.079,110.151,0.404,8,3,0.6329176248328485,-0.9063566030619579,Mixed
"Brown Sugar - Live At Stadia Delle Alpi, Turin, Italy / 1990",Flashpoint,0.0386,0.47,0.978,0.498,0.958,-6.185,0.0673,141.405,0.584,4,3,1.5904404471659503,0.701917597101308,Mixed
"Jumpin' Jack Flash - Live At Korakuen Dome, Tokyo, Japan / 1995",Flashpoint,0.0801,0.307,0.975,0.0177,0.986,-7.157,0.106,148.824,0.408,5,3,2.438858292969609,-0.5952441708042858,Mixed
"(I Can't Get No) Satisfaction - Live At Death Valley Stadium, South Carolina, USA / 1989",Flashpoint,0.0278,0.409,0.988,0.028,0.501,-7.793,0.112,150.918,0.496,5,3,1.4763736535417946,0.0070233934836609075,Mixed
Highwire,Flashpoint,0.0244,0.467,0.895,0.00985,0.0591,-6.673,0.0409,126.7,0.815,9,2,-0.45003053565248824,1.2611861053763551,Happy
Sex Drive,Flashpoint,0.00419,0.602,0.923,0.00242,0.304,-7.495,0.0693,109.735,0.927,8,2,-0.5846884813813109,1.5557335364977907,Happy
Continental Drift - Live / Remastered 2009,Flashpoint,0.046,0.272,0.774,0.657,0.7,-17.577,0.052,108.291,0.15,2,0,0.1470679306352069,-2.655773850164372,Mixed
Start Me Up - Live / Remastered 2009,Flashpoint,0.163,0.515,0.994,0.62,0.99,-2.263,0.0843,132.773,0.794,32,1,1.4805361332309435,2.006499038550091,Happy
Sad Sad Sad - Live / Remastered 2009,Flashpoint,0.202,0.325,0.995,0.1,0.877,-2.77,0.138,158.682,0.432,25,3,2.8214133849775687,0.1706314134400438,Mixed
Miss You - Live / Remastered 2009,Flashpoint,0.185,0.58,0.981,0.0464,0.992,-3.5,0.081,121.229,0.628,34,2,1.1047031182612717,1.269877968118996,Happy
Rock And A Hard Place - Live / Remastered 2009,Flashpoint,0.056,0.444,0.988,0.0108,0.969,-2.471,0.143,133.133,0.549,25,3,2.427338416086462,0.8461210344227903,Mixed
Ruby Tuesday - Live / Remastered 2009,Flashpoint,0.704,0.446,0.878,0.00153,0.99,-4.238,0.0469,107.843,0.435,29,3,0.6580146974272901,-0.7530735846498727,Chill
You Can't Always Get What You Want - Live / Remastered 2009,Flashpoint,0.453,0.325,0.906,0.00188,0.419,-3.433,0.118,83.009,0.402,33,3,0.9804665961056934,-0.5366647344024925,Mixed
Factory Girl - Live / Remastered 2009,Flashpoint,0.234,0.414,0.915,0.0178,0.891,-4.406,0.0476,104.567,0.737,24,2,0.757253674712249,0.8053981635452931,Happy
Can't Be Seen - Live / Remastered 2009,Flashpoint,0.0177,0.289,0.989,0.00313,0.795,-4.417,0.125,155.806,0.489,23,3,2.588635694930776,0.34324262352579255,Mixed
Little Red Rooster - Live / Remastered 2009,Flashpoint,0.221,0.273,0.936,0.112,0.977,-4.675,0.213,209.566,0.375,26,3,3.6991955556905003,-0.6664295819011251,Mixed
Paint It Black - Live / Remastered 2009,Flashpoint,0.0128,0.267,0.962,0.689,0.988,-3.838,0.117,160.804,0.347,33,3,3.009235340078659,0.38874444004774583,Mixed
Sympathy For The Devil - Live / Remastered 2009,Flashpoint,0.63,0.581,0.986,0.0607,0.987,-3.465,0.0991,110.282,0.345,32,3,1.1484105735045658,-0.34621754695486917,Mixed
Brown Sugar - Live / Remastered 2009,Flashpoint,0.0188,0.428,0.991,0.61,0.953,-2.198,0.0783,141.86,0.577,25,3,2.1351385341661206,1.5134192093044825,Mixed
Jumpin' Jack Flash - Live / Remastered 2009,Flashpoint,0.169,0.27,0.992,0.193,0.982,-3.098,0.215,148.846,0.284,29,3,3.7227136247848835,-0.5448788363041789,Mixed
(I Can't Get No) Satisfaction - Live / Remastered 2009,Flashpoint,0.0626,0.363,0.997,0.0916,0.511,-3.797,0.195,150.87,0.384,28,3,2.6165578668919682,0.1750185263861142,Mixed
Highwire - Live / Remastered 2009,Flashpoint,0.0177,0.442,0.942,0.00274,0.0455,-2.669,0.0472,126.884,0.809,26,2,0.09866160386769784,2.074198259485207,Happy
Sex Drive - Live / Remastered 2009,Flashpoint,0.0345,0.609,0.973,0.00205,0.286,-4.549,0.114,109.889,0.781,21,2,0.19073450413342152,1.6859855980736915,Happy
Sad Sad Sad - Remastered,Steel Wheels (Remastered 2009),0.0105,0.396,0.993,0.533,0.579,-3.815,0.0797,152.268,0.531,31,3,1.649293074499668,1.3330957222651834,Mixed
Mixed Emotions,Steel Wheels (Remastered 2009),0.0995,0.493,0.956,0.000295,0.83,-4.257,0.0429,137.091,0.831,45,2,0.5789104412066729,1.9712435418348846,Happy
Terrifying - Remastered,Steel Wheels (Remastered 2009),0.0273,0.607,0.925,0.0153,0.315,-5.484,0.0468,143.029,0.913,28,2,-0.44349015366809563,2.222679811968975,Happy
Hold On To Your Hat - Remastered,Steel Wheels (Remastered 2009),0.312,0.24,0.984,0.349,0.498,-3.495,0.115,189.6,0.413,23,3,2.511958638181076,-0.016771425707333507,Mixed
Hearts For Sale - Remastered,Steel Wheels (Remastered 2009),0.129,0.587,0.956,0.00193,0.337,-4.613,0.0514,123.577,0.606,26,2,-0.007017122857936149,1.3171239585476617,Happy
Blinded By Love - Remastered,Steel Wheels (Remastered 2009),0.0344,0.633,0.769,0.00035,0.124,-6.584,0.0247,112.096,0.767,26,2,-1.4974532763627004,1.445096201981995,Happy
Rock And A Hard Place,Steel Wheels (Remastered 2009),0.00934,0.598,0.957,5.36e-05,0.0902,-4.391,0.0451,129.082,0.864,38,2,-0.6368458880268316,2.517484157885919,Happy
Can't Be Seen - Remastered,Steel Wheels (Remastered 2009),0.0486,0.507,0.973,0.000356,0.351,-4.395,0.0374,142.408,0.867,36,2,0.03258785517734457,2.253363640380418,Happy
Almost Hear You Sigh - Remastered,Steel Wheels (Remastered 2009),0.275,0.648,0.815,0.000193,0.076,-5.391,0.0232,102.259,0.759,43,2,-1.769667567715082,1.5196217628717228,Happy
Continental Drift - Remastered,Steel Wheels (Remastered 2009),0.0123,0.326,0.878,0.383,0.307,-7.672,0.0569,127.125,0.756,23,2,0.22148453749080307,0.9054789381158418,Happy
Break The Spell - Remastered,Steel Wheels (Remastered 2009),0.0846,0.422,0.918,0.0149,0.379,-7.159,0.0453,193.076,0.78,21,2,0.5011250743769924,1.1801916399672767,Happy
Slipping Away - Remastered,Steel Wheels (Remastered 2009),0.215,0.562,0.762,1.05e-06,0.421,-6.06,0.0256,101.922,0.616,38,2,-1.0156776582683822,0.7060877350680318,Happy
Sad Sad Sad,Steel Wheels,0.0192,0.427,0.978,0.569,0.544,-7.296,0.0544,152.285,0.618,16,1,0.9163424038994168,0.9973087920880247,Happy
Mixed Emotions,Steel Wheels,0.223,0.548,0.882,0.00393,0.446,-7.928,0.0326,137.043,0.862,20,2,-0.6692704745458624,1.0718372096275415,Happy
Terrifying,Steel Wheels,0.0555,0.646,0.818,0.18,0.109,-8.963,0.0422,143.054,0.942,16,4,-1.4624270090089264,1.594884393684721,Happy
Hold On To Your Hat,Steel Wheels,0.316,0.28,0.95,0.34,0.542,-8.253,0.0643,190.242,0.409,12,3,1.540006370792643,-0.6496456418111778,Mixed
Hearts For Sale,Steel Wheels,0.237,0.653,0.822,0.0101,0.312,-9.406,0.0404,123.379,0.621,15,4,-1.2141223761717477,0.24370421152104926,Happy
Blinded By Love,Steel Wheels,0.0685,0.708,0.514,0.00237,0.0722,-13.076,0.0258,112.087,0.824,14,4,-3.1561959251095546,0.08187772872545004,Happy
Rock And A Hard Place,Steel Wheels,0.013,0.638,0.875,0.00024,0.0542,-8.646,0.0369,129.09,0.911,18,4,-1.438499584658672,1.707023270641122,Happy
Can't Be Seen,Steel Wheels,0.0577,0.546,0.902,0.000475,0.214,-8.659,0.0337,142.358,0.923,13,4,-0.8235800096253806,1.4466611710616886,Happy
Almost Hear You Sigh,Steel Wheels,0.491,0.725,0.56,0.00531,0.0261,-10.105,0.0245,102.548,0.762,26,4,-3.2542495184265605,-0.1431407837794653,Happy
Continental Drift,Steel Wheels,0.138,0.387,0.672,0.385,0.248,-12.995,0.0405,127.098,0.815,12,4,-1.3568580629148947,-0.30279006198741776,Happy
Break The Spell,Steel Wheels,0.18,0.526,0.772,0.0987,0.279,-11.983,0.0399,193.588,0.842,10,4,-0.9379964028825829,0.3274665883068901,Happy
Slipping Away,Steel Wheels,0.355,0.623,0.462,1.84e-05,0.111,-12.077,0.0297,102.607,0.609,15,4,-2.9019061900949197,-1.1646677350686896,Happy
One Hit (To The Body),Dirty Work,0.148,0.589,0.967,2.17e-05,0.598,-3.799,0.0966,138.353,0.607,24,2,0.8864482817816923,1.17415714013026,Happy
Fight,Dirty Work,0.257,0.449,0.994,0.0819,0.93,-2.701,0.0557,157.88,0.451,16,3,1.9390211952642047,0.525976566330404,Mixed
Harlem Shuffle,Dirty Work,0.0944,0.738,0.946,0.0744,0.21,-3.473,0.0723,121.74,0.788,28,2,-0.5563871923307504,2.280358828019283,Party
Hold Back,Dirty Work,0.00471,0.492,0.997,0.0056,0.361,-2.922,0.0995,144.511,0.449,15,3,1.488308076489248,0.9851028232318235,Mixed
Too Rude,Dirty Work,0.25,0.618,0.828,2.12e-05,0.0219,-5.245,0.0709,165.279,0.859,16,2,-0.7263433656085377,1.3920451906928304,Happy
Winning Ugly,Dirty Work,0.383,0.506,0.932,0.0067,0.684,-3.127,0.0934,134.276,0.6,16,3,1.0782411088128832,0.4292654705002152,Mixed
Back To Zero,Dirty Work,0.165,0.675,0.933,0.0106,0.0762,-4.49,0.0919,105.379,0.697,14,2,-0.5030283136058775,1.3309691981137985,Happy
Dirty Work,Dirty Work,0.0764,0.432,0.974,0.00285,0.0903,-4.048,0.178,175.257,0.652,16,3,1.6378376655941531,0.9073878877334165,Happy
Had It With You,Dirty Work,0.39,0.512,0.986,0.59,0.0597,-2.897,0.229,169.018,0.398,17,3,1.9303455934220863,0.10572074604587242,Mixed
Sleep Tonight,Dirty Work,0.0623,0.486,0.664,5.94e-05,0.284,-5.317,0.028,73.69,0.375,15,2,-0.7118900720507195,-0.24823551118436427,Mixed
Key To The Highway - Piano Instrumental,Dirty Work,0.994,0.563,0.141,0.872,0.134,-24.351,0.099,101.793,0.458,12,0,-4.675539094465747,-5.135174070078508,Chill
One Hit (To The Body) - Remastered,Dirty Work (Remastered 2009),0.153,0.586,0.964,2.17e-05,0.688,-3.767,0.0944,138.293,0.61,39,2,0.8449735594323641,1.3640474316599458,Happy
Fight - Remastered,Dirty Work (Remastered 2009),0.283,0.456,0.994,0.0476,0.912,-2.688,0.0543,157.696,0.452,18,3,1.8424020890332156,0.5220538232532977,Mixed
Harlem Shuffle - Remastered 2009,Dirty Work (Remastered 2009),0.0866,0.742,0.94,0.0279,0.319,-3.485,0.0756,121.747,0.782,49,2,-0.6052252268136311,2.515551640408381,Party
Hold Back - Remastered,Dirty Work (Remastered 2009),0.00403,0.5,0.997,0.00244,0.368,-2.917,0.11,144.529,0.439,17,3,1.5439290016917948,0.964792255151684,Mixed
Too Rude - Remastered,Dirty Work (Remastered 2009),0.25,0.614,0.825,2.95e-05,0.0231,-5.253,0.0689,164.866,0.878,20,2,-0.7971081538722554,1.4880150726572734,Happy
Winning Ugly - Remastered,Dirty Work (Remastered 2009),0.359,0.512,0.93,0.00733,0.689,-3.117,0.0939,134.304,0.592,20,3,1.0580696483415064,0.5184428411078158,Mixed
Back To Zero - Remastered,Dirty Work (Remastered 2009),0.17,0.677,0.936,0.0102,0.0767,-4.452,0.0985,105.399,0.696,17,2,-0.4785982061751457,1.3538755026913123,Happy
Dirty Work - Remastered,Dirty Work (Remastered 2009),0.0779,0.429,0.974,0.00724,0.0808,-4.027,0.178,175.237,0.609,20,3,1.6474294130419782,0.8589636714698641,Happy
Had It With You - Remastered,Dirty Work (Remastered 2009),0.38,0.506,0.985,0.377,0.0744,-2.893,0.223,169.355,0.444,18,3,1.853122496456071,0.1688447147012059,Mixed
Sleep Tonight - Remastered,Dirty Work (Remastered 2009),0.0603,0.49,0.67,2.91e-05,0.297,-5.286,0.0281,73.884,0.386,20,2,-0.7431892484366304,-0.12259758350339055,Mixed
Key To The Highway - Piano Instrumental/Remastered 2009,Dirty Work (Remastered 2009),0.994,0.46,0.142,0.827,0.138,-24.408,0.173,154.259,0.444,16,0,-3.463791288718052,-5.49701665243285,Chill
Undercover Of The Night - Remastered,Undercover,0.0193,0.63,0.873,0.0312,0.506,-10.619,0.0886,122.868,0.474,34,2,-0.40490820750732376,0.23021530957680286,Mixed
She Was Hot,Undercover,0.0212,0.5,0.904,0.0865,0.284,-9.178,0.0485,151.778,0.665,24,2,-0.25255579323648786,0.8626776004358423,Happy
Tie You Up (The Pain Of Love),Undercover,0.231,0.609,0.858,0.00745,0.475,-9.093,0.0621,117.271,0.882,15,4,-0.9247443928991236,0.7808074791123945,Happy
Wanna Hold You,Undercover,0.181,0.51,0.863,0.00139,0.45,-10.668,0.0505,77.827,0.769,16,4,-1.0607027798539164,0.1640142254922459,Happy
Feel On Baby,Undercover,0.0645,0.727,0.633,0.253,0.0657,-13.189,0.0401,130.971,0.963,13,4,-2.8172187016348085,0.8001181075846985,Happy
Too Much Blood,Undercover,0.0178,0.598,0.796,0.176,0.0496,-10.598,0.0502,116.343,0.563,23,4,-1.3958913192628408,0.39220903823578757,Mixed
Pretty Beat Up,Undercover,0.0946,0.581,0.848,0.674,0.209,-9.881,0.0354,97.352,0.734,13,1,-1.2965832087054623,0.867456819726759,Happy
Too Tough,Undercover,0.0118,0.551,0.856,0.0753,0.383,-9.721,0.0432,139.662,0.643,14,4,-0.4655837432538717,0.5585535390431537,Happy
All The Way Down,Undercover,0.213,0.578,0.861,0.804,0.426,-9.917,0.0578,142.874,0.778,14,1,-0.6199591166163909,0.8010169643196584,Happy
It Must Be Hell,Undercover,0.16,0.624,0.775,0.714,0.38,-9.074,0.0436,114.447,0.82,14,1,-1.2562908039591323,0.9801880222013372,Happy
Undercover (Of The Night) - Remastered 2009,Undercover (2009 Re-Mastered),0.0272,0.603,0.973,0.00731,0.472,-4.454,0.176,122.756,0.408,42,2,1.2364303574809548,0.8301698792500997,Mixed
She Was Hot - Remastered,Undercover (2009 Re-Mastered),0.0314,0.487,0.966,0.0949,0.0914,-4.29,0.0577,151.781,0.721,31,2,0.20367888082971858,1.8771632604981368,Happy
Tie You Up (The Pain Of Love) - Remastered,Undercover (2009 Re-Mastered),0.232,0.61,0.946,0.013,0.372,-4.487,0.0884,117.339,0.82,21,2,-0.09083995058167568,1.4609977316935978,Happy
Wanna Hold You - Remastered,Undercover (2009 Re-Mastered),0.244,0.441,0.959,0.000873,0.431,-4.508,0.113,154.861,0.727,22,2,1.058156325715636,0.8831662301558907,Happy
Feel On Baby - Remastered,Undercover (2009 Re-Mastered),0.0663,0.72,0.817,0.219,0.0608,-6.554,0.0405,131.006,0.966,19,2,-1.6225251864254642,2.1557566743132566,Party
Too Much Blood - Remastered,Undercover (2009 Re-Mastered),0.0148,0.592,0.909,0.177,0.0571,-5.887,0.0512,116.439,0.479,35,2,-0.5377070833271094,1.2276122316653901,Mixed
Pretty Beat Up - Remastered,Undercover (2009 Re-Mastered),0.0623,0.565,0.951,0.657,0.273,-3.804,0.0393,97.337,0.737,20,1,-0.2092013460063158,2.0014135053868753,Happy
Too Tough - Remastered,Undercover (2009 Re-Mastered),0.0131,0.542,0.947,0.0706,0.48,-4.611,0.0453,139.708,0.641,20,2,0.47594776241679115,1.4637974701758707,Happy
All The Way Down - Remastered,Undercover (2009 Re-Mastered),0.21,0.572,0.949,0.776,0.398,-4.83,0.0801,142.84,0.806,21,1,0.24792144323546708,1.7523674751467648,Happy
It Must Be Hell - Remastered,Undercover (2009 Re-Mastered),0.156,0.602,0.912,0.716,0.351,-4.309,0.0596,114.406,0.726,20,1,-0.15613760286489067,1.687416253505116,Happy
Intro (Take The A Train) - Live / Remastered 2009,Still Life,0.483,0.318,0.532,0.347,0.973,-8.893,0.158,81.407,0.409,1,3,0.7107046240074623,-2.7985271251089037,Mixed
Under My Thumb - Live / Remastered 2009,Still Life,0.13,0.477,0.982,0.372,0.928,-3.343,0.0945,137.204,0.549,31,3,1.7526600110787471,1.0905776075883453,Mixed
Let's Spend The Night Together - Live / Remastered 2009,Still Life,0.16,0.356,0.971,0.0055,0.957,-3.124,0.0792,155.067,0.546,27,3,2.154345342417974,0.6695732549985318,Mixed
Shattered - Live / Remastered 2009,Still Life,0.163,0.418,0.985,0.0136,0.998,-2.902,0.16,161.333,0.502,20,3,2.8320821415181623,0.33898344032282784,Mixed
Twenty Flight Rock - Live / Remastered 2009,Still Life,0.252,0.533,0.983,0.045,0.95,-3.487,0.0892,106.603,0.641,20,3,1.2084910294696765,0.8304188036861108,Happy
Going To A Go-Go - Live / Remastered 2009,Still Life,0.212,0.616,0.973,0.151,0.869,-3.431,0.0538,128.09,0.893,27,2,0.43719521156798596,2.0357585392688766,Happy
Let Me Go - Live / Remastered 2009,Still Life,0.0424,0.194,0.991,0.354,0.818,-3.344,0.118,185.925,0.666,19,3,3.0530236464808342,0.868286177236524,Happy
Time Is On My Side - Live / Remastered 2009,Still Life,0.404,0.233,0.814,4.13e-05,0.879,-4.203,0.043,167.776,0.565,24,3,1.5473982322638196,-0.32614262464435984,Mixed
Just My Imagination (Running Away With Me) - Live / Remastered 2009,Still Life,0.0247,0.348,0.943,0.000173,0.997,-3.283,0.0745,117.936,0.724,21,3,1.7915348685635917,1.083421155104074,Happy
Start Me Up - Live / Remastered 2009,Still Life,0.101,0.425,0.985,0.0316,0.974,-2.163,0.111,133.004,0.628,20,3,2.208567594767097,1.0080958430977862,Happy
(I Can't Get No) Satisfaction - Live / Remastered 2009,Still Life,0.0619,0.242,0.995,0.0105,0.979,-1.961,0.133,166.209,0.392,20,3,3.5065628919637715,0.16509000446890057,Mixed
Outro - Star Spangled Banner - Live / Remastered 2009,Still Life,0.865,0.153,0.989,0.941,0.962,-4.348,0.19,134.689,0.0369,15,3,3.5199054026838708,-2.674748685873349,Chill
Start Me Up - Remastered,Tattoo You,0.0672,0.66,0.839,0.307,0.074,-8.056,0.0344,122.592,0.968,34,2,-1.7924984883988697,2.141149603589019,Happy
Hang Fire,Tattoo You,0.0178,0.469,0.788,0.183,0.273,-9.172,0.0303,151.927,0.953,25,4,-0.9137158450755897,1.388140743069442,Happy
Slave,Tattoo You,0.163,0.562,0.814,0.482,0.0467,-9.087,0.0396,133.219,0.863,27,1,-1.4829088035961697,1.299708480042536,Happy
Little T&A,Tattoo You,0.266,0.534,0.801,0.62,0.398,-9.152,0.0271,136.241,0.866,26,1,-1.1228088626525963,1.0098213199471309,Happy
Black Limousine,Tattoo You,0.129,0.521,0.784,0.146,0.647,-8.591,0.0463,109.84,0.899,21,2,-0.7210853874248828,0.8700272021083044,Happy
Neighbours,Tattoo You,0.187,0.432,0.861,0.00371,0.296,-8.952,0.0568,166.389,0.821,21,2,-0.23059038921190225,0.6612322084600828,Happy
Worried About You,Tattoo You,0.153,0.435,0.47,0.00044,0.0792,-12.104,0.0328,82.544,0.353,24,0,-2.1341425459312124,-1.7063696895630325,Mixed
Tops,Tattoo You,0.141,0.613,0.62,2.29e-05,0.0997,-10.272,0.0354,80.573,0.759,26,4,-2.506434248036904,0.2586529735776893,Happy
Heaven,Tattoo You,0.229,0.616,0.398,0.0521,0.202,-11.664,0.0373,114.457,0.115,30,0,-2.2113927782327107,-2.0361818618463823,Sad
No Use In Crying,Tattoo You,0.628,0.622,0.377,0.00144,0.261,-9.393,0.0398,143.767,0.393,24,0,-2.274321468602753,-1.8840113420732454,Sad
Waiting On A Friend - Remastered,Tattoo You,0.128,0.603,0.656,0.167,0.532,-10.305,0.0286,117.025,0.903,26,4,-1.7533319008086494,0.7388575265053599,Happy
Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered),0.0436,0.631,0.932,0.137,0.0918,-4.142,0.0354,122.429,0.971,76,2,-1.3703941259321062,3.397648707132781,Happy
Hang Fire - Remastered,Tattoo You (2009 Re-Mastered),0.0299,0.461,0.906,0.0104,0.319,-4.369,0.0356,152.206,0.939,44,2,-0.1135684586528729,2.390276428347569,Happy
Slave - Remastered,Tattoo You (2009 Re-Mastered),0.115,0.564,0.862,0.308,0.0493,-6.398,0.0428,133.242,0.847,43,2,-1.131207268976861,1.9676257130117345,Happy
Little T&A - Remastered,Tattoo You (2009 Re-Mastered),0.132,0.53,0.888,0.0321,0.425,-5.128,0.0282,136.123,0.833,45,2,-0.4593856532666836,1.9187385977840345,Happy
Black Limousine - Remastered,Tattoo You (2009 Re-Mastered),0.152,0.511,0.892,0.262,0.638,-4.701,0.0588,108.959,0.869,36,2,-0.004175874000869257,1.7129671542245393,Happy
Neighbours - Remastered,Tattoo You (2009 Re-Mastered),0.17,0.431,0.94,0.00155,0.315,-5.868,0.0775,166.156,0.759,35,2,0.45980213823296096,1.243764900249979,Happy
Worried About You - Remastered,Tattoo You (2009 Re-Mastered),0.105,0.428,0.636,0.000923,0.0865,-6.891,0.033,85.121,0.374,39,0,-1.1800134398024529,-0.29464919610447127,Mixed
Tops - Remastered,Tattoo You (2009 Re-Mastered),0.108,0.599,0.715,4.75e-05,0.0834,-7.107,0.0429,80.541,0.714,41,2,-1.8838037805666976,1.0094252080416897,Happy
Heaven - Remastered,Tattoo You (2009 Re-Mastered),0.222,0.617,0.459,0.0415,0.285,-9.292,0.0368,114.497,0.119,55,0,-1.9100415804373283,-1.2216058791562798,Mixed
No Use In Crying - Remastered,Tattoo You (2009 Re-Mastered),0.58,0.636,0.455,0.000523,0.159,-6.493,0.0338,143.853,0.432,38,0,-2.0882254045640902,-0.8518196477115284,Mixed
Waiting On A Friend - Remastered 2009,Tattoo You (2009 Re-Mastered),0.157,0.606,0.794,0.0406,0.568,-6.042,0.0282,116.93,0.911,59,2,-1.220288279161193,2.006772160305497,Happy
Dance (pt 1) - Remastered,Emotional Rescue (2009 Re-Mastered),0.354,0.74,0.895,0.402,0.0548,-4.529,0.0415,107.411,0.895,40,2,-1.7508490172714912,2.2588633609627027,Party
Summer Romance - Remastered,Emotional Rescue (2009 Re-Mastered),0.073,0.334,0.975,0.269,0.291,-3.134,0.188,170.035,0.62,27,3,2.2883572001836336,0.9195585500028164,Happy
Send It To Me - Remastered,Emotional Rescue (2009 Re-Mastered),0.104,0.768,0.799,0.0768,0.155,-6.079,0.0831,94.268,0.731,32,2,-1.4939388577903252,1.4807859794763667,Party
Let Me Go - Remastered,Emotional Rescue (2009 Re-Mastered),0.00928,0.564,0.961,0.0343,0.146,-4.358,0.0644,148.502,0.865,30,2,-0.09001160067040327,2.317767697790672,Happy
Indian Girl - Remastered,Emotional Rescue (2009 Re-Mastered),0.0478,0.735,0.494,0.0217,0.161,-5.93,0.039,97.538,0.467,31,4,-2.077442899949308,0.35008789568199944,Mixed
